"id","status","enrolled_at","created_at","updated_at","student_id","course_id"
"118","enrolled","2025-01-01","2025-04-29 11:05:23","2025-04-29 11:05:23","36","6"
"119","enrolled","2025-01-01","2025-04-29 11:05:23","2025-04-29 11:05:23","37","1"
"120","enrolled","2025-01-01","2025-04-29 11:05:23","2025-04-29 11:05:23","37","2"
"121","enrolled","2025-01-01","2025-04-29 11:05:23","2025-04-29 11:05:23","37","3"
"122","enrolled","2025-01-01","2025-04-29 11:05:23","2025-04-29 11:05:23","37","4"
"123","enrolled","2025-01-01","2025-04-29 11:05:23","2025-04-29 11:05:23","37","5"
"124","enrolled","2025-01-01","2025-04-29 11:05:23","2025-04-29 11:05:23","37","6"
"125","enrolled","2025-01-01","2025-04-29 11:05:23","2025-04-29 11:05:23","38","1"
"126","enrolled","2025-01-01","2025-04-29 11:05:23","2025-04-29 11:05:23","38","2"
"127","enrolled","2025-01-01","2025-04-29 11:05:23","2025-04-29 11:05:23","38","3"
"128","enrolled","2025-01-01","2025-04-29 11:05:23","2025-04-29 11:05:23","38","4"
"129","enrolled","2025-01-01","2025-04-29 11:05:23","2025-04-29 11:05:23","38","5"
"130","enrolled","2025-01-01","2025-04-29 11:05:23","2025-04-29 11:05:23","38","6"
"131","enrolled","2025-01-01","2025-04-29 11:05:24","2025-04-29 11:05:24","39","1"
"132","enrolled","2025-01-01","2025-04-29 11:05:24","2025-04-29 11:05:24","39","2"
"133","enrolled","2025-01-01","2025-04-29 11:05:24","2025-04-29 11:05:24","39","3"
"134","enrolled","2025-01-01","2025-04-29 11:05:24","2025-04-29 11:05:24","39","4"
"135","enrolled","2025-01-01","2025-04-29 11:05:24","2025-04-29 11:05:24","39","5"
"136","enrolled","2025-01-01","2025-04-29 11:05:24","2025-04-29 11:05:24","39","6"
"137","enrolled","2025-01-01","2025-04-29 11:05:24","2025-04-29 11:05:24","40","1"
"138","enrolled","2025-01-01","2025-04-29 11:05:24","2025-04-29 11:05:24","40","2"
"139","enrolled","2025-01-01","2025-04-29 11:05:24","2025-04-29 11:05:24","40","3"
"140","enrolled","2025-01-01","2025-04-29 11:05:24","2025-04-29 11:05:24","40","4"
"141","enrolled","2025-01-01","2025-04-29 11:05:24","2025-04-29 11:05:24","40","5"
"142","enrolled","2025-01-01","2025-04-29 11:05:24","2025-04-29 11:05:24","40","6"
"143","enrolled","2025-01-01","2025-04-29 11:05:24","2025-04-29 11:05:24","41","1"
"144","enrolled","2025-01-01","2025-04-29 11:05:24","2025-04-29 11:05:24","41","2"
"145","enrolled","2025-01-01","2025-04-29 11:05:24","2025-04-29 11:05:24","41","3"
"146","enrolled","2025-01-01","2025-04-29 11:05:24","2025-04-29 11:05:24","41","4"
"147","enrolled","2025-01-01","2025-04-29 11:05:24","2025-04-29 11:05:24","41","5"
"148","enrolled","2025-01-01","2025-04-29 11:05:24","2025-04-29 11:05:24","41","6"
"149","enrolled","2025-01-01","2025-04-29 11:05:24","2025-04-29 11:05:24","42","1"
"150","enrolled","2025-01-01","2025-04-29 11:05:24","2025-04-29 11:05:24","42","2"
"151","enrolled","2025-01-01","2025-04-29 11:05:24","2025-04-29 11:05:24","42","3"
"152","enrolled","2025-01-01","2025-04-29 11:05:25","2025-04-29 11:05:25","42","4"
"153","enrolled","2025-01-01","2025-04-29 11:05:25","2025-04-29 11:05:25","42","5"
"154","enrolled","2025-01-01","2025-04-29 11:05:25","2025-04-29 11:05:25","42","6"
"155","enrolled","2025-01-01","2025-04-29 11:05:25","2025-04-29 11:05:25","43","1"
"156","enrolled","2025-01-01","2025-04-29 11:05:25","2025-04-29 11:05:25","43","2"
"157","enrolled","2025-01-01","2025-04-29 11:05:25","2025-04-29 11:05:25","43","3"
"158","enrolled","2025-01-01","2025-04-29 11:05:25","2025-04-29 11:05:25","43","4"
"159","enrolled","2025-01-01","2025-04-29 11:05:25","2025-04-29 11:05:25","43","5"
"160","enrolled","2025-01-01","2025-04-29 11:05:25","2025-04-29 11:05:25","43","6"
"161","enrolled","2025-01-01","2025-04-29 11:05:25","2025-04-29 11:05:25","44","1"
"162","enrolled","2025-01-01","2025-04-29 11:05:25","2025-04-29 11:05:25","44","2"
"163","enrolled","2025-01-01","2025-04-29 11:05:25","2025-04-29 11:05:25","44","3"
"164","enrolled","2025-01-01","2025-04-29 11:05:25","2025-04-29 11:05:25","44","4"
"165","enrolled","2025-01-01","2025-04-29 11:05:25","2025-04-29 11:05:25","44","5"
"166","enrolled","2025-01-01","2025-04-29 11:05:25","2025-04-29 11:05:25","44","6"
"167","enrolled","2025-01-01","2025-04-29 11:05:25","2025-04-29 11:05:25","45","1"
"168","enrolled","2025-01-01","2025-04-29 11:05:25","2025-04-29 11:05:25","45","2"
"169","enrolled","2025-01-01","2025-04-29 11:05:25","2025-04-29 11:05:25","45","3"
"170","enrolled","2025-01-01","2025-04-29 11:05:25","2025-04-29 11:05:25","45","4"
"171","enrolled","2025-01-01","2025-04-29 11:05:25","2025-04-29 11:05:25","45","5"
"172","enrolled","2025-01-01","2025-04-29 11:05:26","2025-04-29 11:05:26","45","6"
"173","enrolled","2025-01-01","2025-04-29 11:05:26","2025-04-29 11:05:26","46","1"
"174","enrolled","2025-01-01","2025-04-29 11:05:26","2025-04-29 11:05:26","46","2"
"175","enrolled","2025-01-01","2025-04-29 11:05:26","2025-04-29 11:05:26","46","3"
"176","enrolled","2025-01-01","2025-04-29 11:05:26","2025-04-29 11:05:26","46","4"
"177","enrolled","2025-01-01","2025-04-29 11:05:26","2025-04-29 11:05:26","46","5"
"178","enrolled","2025-01-01","2025-04-29 11:05:26","2025-04-29 11:05:26","46","6"
"179","enrolled","2025-01-01","2025-04-29 11:05:26","2025-04-29 11:05:26","47","1"
"180","enrolled","2025-01-01","2025-04-29 11:05:26","2025-04-29 11:05:26","47","2"
"181","enrolled","2025-01-01","2025-04-29 11:05:26","2025-04-29 11:05:26","47","3"
"182","enrolled","2025-01-01","2025-04-29 11:05:26","2025-04-29 11:05:26","47","4"
"183","enrolled","2025-01-01","2025-04-29 11:05:26","2025-04-29 11:05:26","47","5"
"184","enrolled","2025-01-01","2025-04-29 11:05:26","2025-04-29 11:05:26","47","6"
"185","enrolled","2025-01-01","2025-04-29 11:05:26","2025-04-29 11:05:26","48","1"
"186","enrolled","2025-01-01","2025-04-29 11:05:26","2025-04-29 11:05:26","48","2"
"187","enrolled","2025-01-01","2025-04-29 11:05:26","2025-04-29 11:05:26","48","3"
"188","enrolled","2025-01-01","2025-04-29 11:05:26","2025-04-29 11:05:26","48","4"
"189","enrolled","2025-01-01","2025-04-29 11:05:26","2025-04-29 11:05:26","48","5"
"190","enrolled","2025-01-01","2025-04-29 11:05:26","2025-04-29 11:05:26","48","6"
"191","enrolled","2025-01-01","2025-04-29 11:05:27","2025-04-29 11:05:27","49","1"
"192","enrolled","2025-01-01","2025-04-29 11:05:27","2025-04-29 11:05:27","49","2"
"193","enrolled","2025-01-01","2025-04-29 11:05:27","2025-04-29 11:05:27","49","3"
"194","enrolled","2025-01-01","2025-04-29 11:05:27","2025-04-29 11:05:27","49","4"
"195","enrolled","2025-01-01","2025-04-29 11:05:27","2025-04-29 11:05:27","49","5"
"196","enrolled","2025-01-01","2025-04-29 11:05:27","2025-04-29 11:05:27","49","6"
"197","enrolled","2025-01-01","2025-04-29 11:05:27","2025-04-29 11:05:27","50","1"
"198","enrolled","2025-01-01","2025-04-29 11:05:27","2025-04-29 11:05:27","50","2"
"199","enrolled","2025-01-01","2025-04-29 11:05:27","2025-04-29 11:05:27","50","3"
"200","enrolled","2025-01-01","2025-04-29 11:05:27","2025-04-29 11:05:27","50","4"
"201","enrolled","2025-01-01","2025-04-29 11:05:27","2025-04-29 11:05:27","50","5"
"202","enrolled","2025-01-01","2025-04-29 11:05:27","2025-04-29 11:05:27","50","6"
"203","enrolled","2025-01-01","2025-04-29 11:05:27","2025-04-29 11:05:27","51","1"
"204","enrolled","2025-01-01","2025-04-29 11:05:27","2025-04-29 11:05:27","51","2"
"205","enrolled","2025-01-01","2025-04-29 11:05:27","2025-04-29 11:05:27","51","3"
"206","enrolled","2025-01-01","2025-04-29 11:05:28","2025-04-29 11:05:28","51","4"
"207","enrolled","2025-01-01","2025-04-29 11:05:28","2025-04-29 11:05:28","51","5"
"208","enrolled","2025-01-01","2025-04-29 11:05:28","2025-04-29 11:05:28","51","6"
"209","enrolled","2025-01-01","2025-04-29 11:05:28","2025-04-29 11:05:28","52","1"
"210","enrolled","2025-01-01","2025-04-29 11:05:28","2025-04-29 11:05:28","52","2"
"211","enrolled","2025-01-01","2025-04-29 11:05:28","2025-04-29 11:05:28","52","3"
"212","enrolled","2025-01-01","2025-04-29 11:05:28","2025-04-29 11:05:28","52","4"
"213","enrolled","2025-01-01","2025-04-29 11:05:28","2025-04-29 11:05:28","52","5"
"214","enrolled","2025-01-01","2025-04-29 11:05:28","2025-04-29 11:05:28","52","6"
"215","enrolled","2025-01-01","2025-04-29 11:05:28","2025-04-29 11:05:28","53","1"
"216","enrolled","2025-01-01","2025-04-29 11:05:28","2025-04-29 11:05:28","53","2"
"217","enrolled","2025-01-01","2025-04-29 11:05:28","2025-04-29 11:05:28","53","3"
"218","enrolled","2025-01-01","2025-04-29 11:05:28","2025-04-29 11:05:28","53","4"
"219","enrolled","2025-01-01","2025-04-29 11:05:28","2025-04-29 11:05:28","53","5"
"220","enrolled","2025-01-01","2025-04-29 11:05:28","2025-04-29 11:05:28","53","6"
"221","enrolled","2025-01-01","2025-04-29 11:05:28","2025-04-29 11:05:28","54","1"
"222","enrolled","2025-01-01","2025-04-29 11:05:29","2025-04-29 11:05:29","54","2"
"223","enrolled","2025-01-01","2025-04-29 11:05:29","2025-04-29 11:05:29","54","3"
"224","enrolled","2025-01-01","2025-04-29 11:05:29","2025-04-29 11:05:29","54","4"
"225","enrolled","2025-01-01","2025-04-29 11:05:29","2025-04-29 11:05:29","54","5"
"226","enrolled","2025-01-01","2025-04-29 11:05:29","2025-04-29 11:05:29","54","6"
"227","enrolled","2025-01-01","2025-04-29 11:05:29","2025-04-29 11:05:29","55","1"
"228","enrolled","2025-01-01","2025-04-29 11:05:29","2025-04-29 11:05:29","55","2"
"229","enrolled","2025-01-01","2025-04-29 11:05:29","2025-04-29 11:05:29","55","3"
"230","enrolled","2025-01-01","2025-04-29 11:05:29","2025-04-29 11:05:29","55","4"
"231","enrolled","2025-01-01","2025-04-29 11:05:29","2025-04-29 11:05:29","55","5"
"232","enrolled","2025-01-01","2025-04-29 11:05:29","2025-04-29 11:05:29","55","6"
"233","enrolled","2025-01-01","2025-04-29 11:05:29","2025-04-29 11:05:29","56","1"
"234","enrolled","2025-01-01","2025-04-29 11:05:29","2025-04-29 11:05:29","56","2"
"235","enrolled","2025-01-01","2025-04-29 11:05:29","2025-04-29 11:05:29","56","3"
"236","enrolled","2025-01-01","2025-04-29 11:05:29","2025-04-29 11:05:29","56","4"
"237","enrolled","2025-01-01","2025-04-29 11:05:29","2025-04-29 11:05:29","56","5"
"238","enrolled","2025-01-01","2025-04-29 11:05:29","2025-04-29 11:05:29","56","6"
"239","enrolled","2025-01-01","2025-04-29 11:05:29","2025-04-29 11:05:29","57","1"
"240","enrolled","2025-01-01","2025-04-29 11:05:29","2025-04-29 11:05:29","57","2"
"241","enrolled","2025-01-01","2025-04-29 11:05:29","2025-04-29 11:05:29","57","3"
"242","enrolled","2025-01-01","2025-04-29 11:05:30","2025-04-29 11:05:30","57","4"
"243","enrolled","2025-01-01","2025-04-29 11:05:30","2025-04-29 11:05:30","57","5"
"244","enrolled","2025-01-01","2025-04-29 11:05:30","2025-04-29 11:05:30","57","6"
"245","enrolled","2025-01-01","2025-04-29 11:05:30","2025-04-29 11:05:30","58","1"
"246","enrolled","2025-01-01","2025-04-29 11:05:30","2025-04-29 11:05:30","58","2"
"247","enrolled","2025-01-01","2025-04-29 11:05:30","2025-04-29 11:05:30","58","3"
"248","enrolled","2025-01-01","2025-04-29 11:05:30","2025-04-29 11:05:30","58","4"
"249","enrolled","2025-01-01","2025-04-29 11:05:30","2025-04-29 11:05:30","58","5"
"250","enrolled","2025-01-01","2025-04-29 11:05:30","2025-04-29 11:05:30","58","6"
"251","enrolled","2025-01-01","2025-04-29 11:05:30","2025-04-29 11:05:30","59","1"
"252","enrolled","2025-01-01","2025-04-29 11:05:30","2025-04-29 11:05:30","59","2"
"253","enrolled","2025-01-01","2025-04-29 11:05:30","2025-04-29 11:05:30","59","3"
"254","enrolled","2025-01-01","2025-04-29 11:05:30","2025-04-29 11:05:30","59","4"
"255","enrolled","2025-01-01","2025-04-29 11:05:30","2025-04-29 11:05:30","59","5"
"256","enrolled","2025-01-01","2025-04-29 11:05:30","2025-04-29 11:05:30","59","6"
"257","enrolled","2025-01-01","2025-04-29 11:05:30","2025-04-29 11:05:30","60","1"
"258","enrolled","2025-01-01","2025-04-29 11:05:30","2025-04-29 11:05:30","60","2"
"259","enrolled","2025-01-01","2025-04-29 11:05:30","2025-04-29 11:05:30","60","3"
"260","enrolled","2025-01-01","2025-04-29 11:05:30","2025-04-29 11:05:30","60","4"
"261","enrolled","2025-01-01","2025-04-29 11:05:30","2025-04-29 11:05:30","60","5"
"262","enrolled","2025-01-01","2025-04-29 11:05:30","2025-04-29 11:05:30","60","6"
"263","enrolled","2025-01-01","2025-04-29 11:05:30","2025-04-29 11:05:30","61","1"
"264","enrolled","2025-01-01","2025-04-29 11:05:30","2025-04-29 11:05:30","61","2"
"265","enrolled","2025-01-01","2025-04-29 11:05:30","2025-04-29 11:05:30","61","3"
"266","enrolled","2025-01-01","2025-04-29 11:05:31","2025-04-29 11:05:31","61","4"
"267","enrolled","2025-01-01","2025-04-29 11:05:31","2025-04-29 11:05:31","61","5"
"268","enrolled","2025-01-01","2025-04-29 11:05:32","2025-04-29 11:05:32","61","6"
"269","enrolled","2025-01-01","2025-04-29 11:05:32","2025-04-29 11:05:32","62","1"
"270","enrolled","2025-01-01","2025-04-29 11:05:32","2025-04-29 11:05:32","62","2"
"271","enrolled","2025-01-01","2025-04-29 11:05:32","2025-04-29 11:05:32","62","3"
"272","enrolled","2025-01-01","2025-04-29 11:05:32","2025-04-29 11:05:32","62","4"
"273","enrolled","2025-01-01","2025-04-29 11:05:32","2025-04-29 11:05:32","62","5"
"274","enrolled","2025-01-01","2025-04-29 11:05:32","2025-04-29 11:05:32","62","6"
"275","enrolled","2025-01-01","2025-04-29 11:05:32","2025-04-29 11:05:32","63","1"
"276","enrolled","2025-01-01","2025-04-29 11:05:32","2025-04-29 11:05:32","63","2"
"277","enrolled","2025-01-01","2025-04-29 11:05:32","2025-04-29 11:05:32","63","3"
"278","enrolled","2025-01-01","2025-04-29 11:05:32","2025-04-29 11:05:32","63","4"
"279","enrolled","2025-01-01","2025-04-29 11:05:32","2025-04-29 11:05:32","63","5"
"280","enrolled","2025-01-01","2025-04-29 11:05:32","2025-04-29 11:05:32","63","6"
"281","enrolled","2025-01-01","2025-04-29 11:05:32","2025-04-29 11:05:32","64","1"
"282","enrolled","2025-01-01","2025-04-29 11:05:32","2025-04-29 11:05:32","64","2"
"283","enrolled","2025-01-01","2025-04-29 11:05:32","2025-04-29 11:05:32","64","3"
"284","enrolled","2025-01-01","2025-04-29 11:05:32","2025-04-29 11:05:32","64","4"
"285","enrolled","2025-01-01","2025-04-29 11:05:32","2025-04-29 11:05:32","64","5"
"286","enrolled","2025-01-01","2025-04-29 11:05:33","2025-04-29 11:05:33","64","6"
"287","enrolled","2025-01-01","2025-04-29 11:05:33","2025-04-29 11:05:33","65","1"
"288","enrolled","2025-01-01","2025-04-29 11:05:33","2025-04-29 11:05:33","65","2"
"289","enrolled","2025-01-01","2025-04-29 11:05:33","2025-04-29 11:05:33","65","3"
"290","enrolled","2025-01-01","2025-04-29 11:05:33","2025-04-29 11:05:33","65","4"
"291","enrolled","2025-01-01","2025-04-29 11:05:33","2025-04-29 11:05:33","65","5"
"292","enrolled","2025-01-01","2025-04-29 11:05:33","2025-04-29 11:05:33","65","6"
"293","enrolled","2025-01-01","2025-04-29 11:05:33","2025-04-29 11:05:33","66","1"
"294","enrolled","2025-01-01","2025-04-29 11:05:33","2025-04-29 11:05:33","66","2"
"295","enrolled","2025-01-01","2025-04-29 11:05:33","2025-04-29 11:05:33","66","3"
"296","enrolled","2025-01-01","2025-04-29 11:05:33","2025-04-29 11:05:33","66","4"
"297","enrolled","2025-01-01","2025-04-29 11:05:33","2025-04-29 11:05:33","66","5"
"298","enrolled","2025-01-01","2025-04-29 11:05:33","2025-04-29 11:05:33","66","6"
"299","enrolled","2025-01-01","2025-04-29 11:05:33","2025-04-29 11:05:33","67","1"
"300","enrolled","2025-01-01","2025-04-29 11:05:33","2025-04-29 11:05:33","67","2"
"301","enrolled","2025-01-01","2025-04-29 11:05:33","2025-04-29 11:05:33","67","3"
"302","enrolled","2025-01-01","2025-04-29 11:05:34","2025-04-29 11:05:34","67","4"
"303","enrolled","2025-01-01","2025-04-29 11:05:34","2025-04-29 11:05:34","67","5"
